[1633098600, 3.53],
[1633185000, 3.57],
[1633267800, 3.66],
[1633354200, 3.79],
[1633440600, 3.82],
[1633527000, 3.78],
[1633613400, 3.84],
[1633699800, 3.85],
[1633786200, 3.91],
[1633872600, 3.84],
[1633959000, 3.91],
[1634045400, 3.98],
[1634131800, 3.86],
[1634218200, 4.04],
[1634304600, 3.89],
[1634391000, 3.92],
[1634477400, 3.94],
[1634563800, 3.63],
[1634650200, 3.83],
[1634736600, 3.93],
[1634823000, 3.78],
[1634909400, 3.38],
[1634995800, 3.42],
[1635082200, 3.49],
[1635168600, 3.47],
[1635255000, 3.47],
[1635341400, 3.5],
[1635427800, 3.64],
[1635514200, 3.62],
[1635600600, 3.6],
[1635687000, 3.65],
[1635773400, 3.72],
[1635859800, 3.79],
[1635946200, 3.74],
[1636032600, 3.71],
[1636119000, 3.77],
[1636205400, 3.77],
[1636291800, 3.79],
[1636464600, 3.7],
[1636551000, 3.57],
[1636637400, 3.56],
[1636896600, 3.83],
[1636983000, 3.74],
[1637069400, 3.74],
[1637155800, 3.67],
[1637242200, 3.77],
[1637328600, 3.72],
[1637415000, 3.76],
[1637501400, 3.78],
[1637587800, 3.71],
[1637674200, 3.77],
[1637760600, 3.74],
[1637847000, 3.5],
[1637933400, 3.51],
[1638019800, 3.41],
[1638106200, 3.57],
[1638192600, 3.54],
[1638279000, 3.51],
[1638365400, 3.52],
[1638451800, 3.61],
[1638538200, 3.61],
[1638624600, 3.76],
[1638711000, 3.77],
[1638797400, 3.85],
[1638883800, 3.91],
[1638970200, 3.88],
[1639056600, 4.03],
[1639143000, 3.81],
[1639229400, 3.78],
[1639315800, 3.82],
[1639402200, 3.88],
[1639488600, 3.98],
[1639575000, 3.74],
[1639661400, 3.89],
[1639747800, 3.82],
[1639834200, 3.89],
[1639920600, 4.08],
[1640007000, 3.81],
[1640093400, 3.89],
[1640179800, 3.87],
[1640266200, 3.61],
[1640352600, 3.72],
[1640439000, 3.71],
[1640525400, 3.74],
[1640611800, 3.87],
[1640698200, 3.86],
[1640784600, 3.94],
[1640871000, 3.98],
[1640957400, 3.77],
[1641043800, 4.06],
[1641130200, 4.03],
[1641216600, 3.8],
[1641303000, 4.01],
[1641389400, 3.83],
[1641475800, 4.29],
[1641562200, 4.24],
[1641648600, 4.32],
[1641735000, 4.36],
[1641821400, 4.4],
[1641907800, 4.43],
[1641994200, 4.19],
[1642080600, 4.38],
[1642167000, 4.44],
[1642253400, 4.45],
[1642339800, 4.53],
[1642426200, 4.34],
[1642512600, 4.45],
[1642599000, 4.53],
[1642685400, 4.39],
[1642771800, 4.4],
[1642858200, 4.45],
[1642944600, 4.39],
[1643031000, 4.29],
[1643117400, 4.38],
[1643203800, 4.35],
[1643290200, 4.33],
[1643376600, 4.21],
[1643463000, 4.35],
[1643549400, 4.23],
[1643635800, 4.23],
[1643722200, 4.23],
[1643808600, 3.97],
[1643895000, 4.43],
[1643981400, 4.36],
[1644067800, 4.46],
[1644154200, 4.45],
[1644240600, 4.48],
[1644327000, 4.52],
[1644413400, 4.48],
[1644499800, 4.5],
[1644586200, 4.63],
[1644672600, 4.64],
[1644759000, 4.62],
[1644845400, 4.69],
[1644931800, 4.52],
[1645018200, 4.67],
[1645104600, 4.36],
[1645191000, 4.87],
[1645277400, 4.75],
[1645363800, 4.79],
[1645450200, 4.77],
[1645536600, 5.01],
[1645623000, 4.78],
[1645709400, 4.73],
[1645795800, 4.83],
[1645882200, 4.71],
[1645968600, 4.86],
[1646055000, 4.67],
[1646141400, 4.61],
[1646227800, 4.69],
[1646314200, 4.76],
[1646400600, 4.68],
[1646487000, 4.92],
[1646573400, 5.01],
[1646659800, 4.73],
[1646746200, 4.77],
[1646832600, 4.69],
[1646919000, 4.69],
[1647005400, 4.73],
[1647091800, 4.81],
[1647178200, 4.86],
[1647264600, 4.87],
[1647351000, 4.84],
[1647437400, 4.84],
[1647523800, 4.83],
[1647610200, 4.82],
[1647696600, 4.76],
[1647783000, 4.81],
[1647869400, 4.85],
[1647955800, 4.89],
[1648042200, 4.93],
[1648128600, 4.93],
[1648215000, 4.92],
[1648301400, 4.9],
[1648387800, 4.9],
[1648474200, 4.89],
[1648560600, 4.88],
[1648647000, 4.87],
[1648733400, 4.86],
[1648819800, 4.85],
[1648906200, 4.68],
[1648996200, 4.75],
[1649082600, 4.74],
[1649169000, 4.56],
[1649255400, 4.81],
[1649341800, 4.69],
[1649514600, 4.86],
[1649601000, 4.98],
[1649687400, 4.86],
[1649773800, 4.91],
[1649860200, 4.93],
[1649946600, 4.79],
[1650033000, 4.82],
[1650119400, 4.87],
[1650205800, 4.8],
[1650292200, 4.71],
[1650378600, 4.62],
[1650465000, 4.72],
[1650551400, 4.72],
[1650637800, 4.72],
[1650724200, 4.66],
[1650810600, 4.54],
[1650897000, 4.52],
[1650983400, 4.55],
[1651069800, 4.48],
[1651156200, 4.48],
[1651242600, 4.46],
[1651329000, 4.4],
[1651415400, 4.4],
[1651501800, 4.44],
[1651588200, 4.42],
[1651674600, 4.27],
[1651761000, 4.2],
[1651847400, 4.27],
[1651933800, 4.2],
[1652020200, 4.18],
[1652106600, 4.14],
[1652193000, 4.16],
[1652279400, 4.16],
[1652365800, 4.07],
[1652970600, 3.79],
[1653057000, 3.77],
[1653143400, 3.78],
[1653229800, 3.8],
[1653316200, 3.86],
[1653402600, 3.81],
[1653489000, 3.82],
[1653575400, 3.81],
[1653661800, 3.82],
[1653748200, 3.87],
[1653834600, 3.87],
[1653921000, 3.86],
[1654007400, 3.89],
[1654093800, 3.76],
[1654180200, 4.08],
[1654266600, 3.83],
[1654353000, 3.89],
[1654439400, 4.04],
[1654525800, 3.93],
[1654612200, 3.96],
[1654698600, 3.96],
[1654785000, 3.89],
[1654871400, 3.97],
[1654957800, 4.06],
[1655044200, 3.92],
[1655130600, 4.02],
[1655217000, 3.92],
[1655303400, 3.91],
[1655389800, 3.83],
[1655476200, 3.69],
[1655562600, 3.7],
[1655649000, 3.82],
[1655735400, 3.69],
[1655821800, 3.7],
[1655908200, 3.67],
[1655994600, 3.71],
[1656081000, 3.46],
[1656167400, 3.5],
[1656253800, 3.46],
[1656340200, 3.5],
[1656426600, 3.55],
[1656513000, 3.57],
[1656599400, 3.57],
[1656685800, 3.61],
[1656772200, 3.66],
[1656858600, 3.71],
[1656945000, 3.7],
[1657031400, 3.61],
[1657117800, 3.51],
[1657290600, 3.65],
[1657377000, 3.86],
[1657463400, 3.76],
[1657549800, 3.88],
[1657636200, 3.83],
[1657722600, 4.02],
[1657809000, 3.84],
[1657895400, 3.81],
[1657981800, 4.01],
[1658068200, 4.03],
[1658154600, 4.03],
[1658241000, 3.93],
[1658327400, 4.19],
[1658413800, 3.98],
[1658673000, 3.91],
[1658759400, 4.04],
[1658845800, 3.97],
[1658932200, 3.99],
[1659018600, 4.08],
[1659105000, 4.01],
[1659191400, 4.16],
[1659277800, 4.05],
[1659364200, 4.14],
[1659450600, 4.15],
[1659537000, 4.09],
[1659623400, 4.09],
[1659709800, 4.36],
[1659796200, 4.31],
[1659882600, 4.28],
[1659969000, 4.3],
[1660055400, 4.3],
[1660228200, 4.27],
[1660314600, 4.23],
[1660401000, 4.23],
[1660487400, 4.23],
[1660573800, 4.23],
[1660660200, 4.23],
[1660746600, 4.06],
[1660833000, 4.07],
[1660919400, 4.17],
[1661005800, 4.15],
[1661178600, 4.15],
[1661265000, 4.14],
[1661351400, 3.8],
[1661437800, 3.76],
[1661524200, 3.74],
[1661610600, 3.81],
[1661697000, 3.82],
[1661783400, 3.84],
[1661869800, 3.83],
[1661956200, 3.83],
[1662042600, 3.8],
[1662129000, 3.74],
[1662215400, 3.7],
[1662301800, 3.74],
[1662561000, 3.65],
[1662647400, 3.73],
[1662733800, 3.72],
[1662820200, 3.63],
[1662906600, 3.6],
[1662993000, 3.67],
[1663079400, 3.57],
[1663165800, 3.43],
[1663252200, 3.37],
[1663338600, 3.33],
[1663425000, 3.34],
[1663511400, 3.33],
[1663597800, 3.34],
[1663684200, 3.28],
[1663770600, 3.23],
[1663857000, 3.25],
[1663943400, 3.17],
[1664029800, 3.25],
[1664116200, 3.25],
[1664202600, 3.15],
[1664289000, 3.18],
[1664375400, 3.13],
[1664461800, 3.06],
[1664548200, 3.16],
[1664634600, 3.13],
[1664717400, 3.15],
[1664803800, 3.22],
[1664890200, 3.24],
[1664976600, 3.14],
[1665063000, 3.22],
[1665149400, 3.18],
[1665235800, 3.29],
[1665322200, 3.29],
[1665408600, 3.26],
[1665495000, 3.27],
[1665581400, 3.25],
[1665667800, 3.24],
[1665754200, 3.28],
[1665840600, 3.31],
[1665927000, 3.26],
[1666013400, 3.24],
[1666099800, 3.28],
[1666186200, 3.26],
[1666272600, 3.28],
[1666359000, 3.2],
[1666445400, 3.03],
[1666531800, 3.04],
[1666618200, 2.99],
[1666704600, 3.02],
[1666791000, 3.05],
[1666877400, 3.11],
[1666963800, 3.05],
[1667050200, 3.01],
[1667136600, 3.07],
[1667223000, 3.06],
[1667309400, 3.07],
[1667395800, 3.12],
[1667482200, 3.14],
[1667568600, 3.12],
[1667655000, 3.2],
[1667741400, 3.23],
[1667827800, 3.24],
[1667914200, 3.26],
[1668000600, 3.21],
[1668087000, 3.3],
[1668173400, 3.23],
[1668259800, 3.28],
[1668346200, 3.29],
[1668432600, 3.18],
[1668519000, 3.46],
[1668605400, 3.35],
[1668691800, 3.29],
[1668778200, 3.3],
[1668864600, 3.22],
[1668951000, 3.27],
[1669037400, 3.14],
[1669123800, 3.26],
[1669210200, 2.98],
[1669296600, 2.96],
[1669383000, 2.94],
[1669469400, 2.9],
[1669555800, 2.92],
[1669642200, 2.95],
[1669728600, 3.06],
[1669815000, 3.15],
[1669901400, 3.21],
[1669987800, 3.27],
[1670074200, 3.44],
[1670160600, 3.34],
[1670247000, 3.38],
[1670333400, 3.27],
[1670419800, 3.29],
[1670506200, 3.35],
[1670592600, 3.51],
[1670679000, 3.35],
[1670765400, 3.45],
[1670851800, 3.4],
[1670938200, 3.38],
[1671024600, 3.4],
[1671111000, 3.22],
[1671197400, 3.33],
[1671283800, 3.43],
[1671370200, 3.48],
[1671456600, 3.51],
[1671543000, 3.53],
[1671629400, 3.62],
[1671715800, 3.53],
[1671802200, 3.38],
[1671888600, 3.41],
[1671975000, 3.49],
[1672061400, 3.41],
[1672147800, 3.47],
[1672234200, 3.47],
[1672320600, 3.51],
[1672407000, 3.51],
[1672493400, 3.6],
[1672579800, 3.65],
[1672666200, 3.72],
[1672752600, 3.63],
[1672839000, 3.62],
[1672925400, 3.54],
[1673011800, 3.72],
[1673098200, 3.77],
[1673184600, 3.83],
[1673271000, 3.97],
[1673357400, 4.04],
[1673443800, 3.94],
[1673530200, 3.95],
[1673616600, 4.12],
[1673703000, 4.12],
[1673789400, 4.03],
[1673875800, 4.24],
[1673962200, 4.17],
[1674048600, 4.08],
[1674135000, 4.03],
[1674221400, 4.13],
[1674307800, 4.13],
[1674394200, 4.21],
[1674480600, 4.07],
[1674567000, 4.06],
[1674653400, 4.19],
[1674739800, 4.16],
[1674826200, 4.1],
[1674912600, 4.3],
[1674999000, 4.29],
[1675085400, 3.92],
[1675171800, 4.21],
[1675258200, 4.22],
[1675344600, 4.36],
[1675431000, 4.35],
[1675517400, 4.25],
[1675603800, 4.34],
[1675690200, 4.27],
[1675776600, 4.3],
[1675863000, 4.32],
[1675949400, 4.3],
[1676035800, 4.28],
[1676122200, 4.12],
[1676208600, 4.1],
[1676295000, 4.07],
[1676381400, 4.18],
[1676467800, 3.98],
[1676554200, 4.13],
[1676640600, 4.14],
[1676727000, 4.15],
[1676813400, 4.16],
[1676899800, 4.11],
[1677072600, 4.13],
