[1635773400.0, 0.04346110825300021],
[1635859800.0, 0.04346110825300021],
[1635946200.0, 0.04346110825300021],
[1636032600.0, 0.04817143433995672],
[1636119000.0, 0.04721199355695456],
[1636205400.0, 0.04829095775132797],
[1636291800.0, 0.04354404352744443],
[1636378200.0, 0.04700227891992919],
[1636464600.0, 0.04700742194570137],
[1636551000.0, 0.0434617775427897],
[1636637400.0, 0.0434617775427897],
[1636723800.0, 0.0434575788412355],
[1636810200.0, 0.0434575788412355],
[1636896600.0, 0.0434617775427897],
[1636983000.0, 0.0445407417371631],
[1637069400.0, 0.055556966161715536],
[1637155800.0, 0.055556966161715536],
[1637242200.0, 0.05485405695455441],
[1637328600.0, 0.04383783253000198],
[1637415000.0, 0.0445407417371631],
[1637501400.0, 0.04275886833562858],
[1637587800.0, 0.04275886833562858],
[1637674200.0, 0.0445407417371631],
[1637760600.0, 0.04383783253000198],
[1637847000.0, 0.04383783253000198],
[1637933400.0, 0.04379280911863074],
[1638019800.0, 0.043836926765689566],
[1638106200.0, 0.043836926765689566],
[1638192600.0, 0.04346087177847729],
[1638279000.0, 0.043836926765689566],
[1638365400.0, 0.042757962571316165],
[1638451800.0, 0.04453983597285069],
[1638538200.0, 0.043458168256934895],
[1638624600.0, 0.04383028855990558],
[1638711000.0, 0.044532646517804454],
[1638797400.0, 0.04345368232343105],
[1638883800.0, 0.04453170219358647],
[1638970200.0, 0.04345368232343105],
[1639056600.0, 0.044532646517804454],
[1639143000.0, 0.04345368232343105],
[1639229400.0, 0.04582423858941571],
[1639315800.0, 0.049370434241589614],
[1639402200.0, 0.04807884216997836],
[1639488600.0, 0.05725326672240803],
[1639575000.0, 0.05613755380680702],
[1639661400.0, 0.05554887094235689],
[1639747800.0, 0.055527729883926825],
[1639834200.0, 0.04451150545937439],
[1639920600.0, 0.05554390969899667],
[1640007000.0, 0.05554887094235689],
[1640093400.0, 0.05554887094235689],
[1640179800.0, 0.05554887094235689],
[1640266200.0, 0.044532646517804454],
[1640352600.0, 0.04462051627975606],
[1640439000.0, 0.04462051627975606],
[1640525400.0, 0.04345729160928587],
[1640611800.0, 0.04453058985835138],
[1640698200.0, 0.0555524802282117],
[1640784600.0, 0.0555524802282117],
[1640871000.0, 0.04462142204406847],
[1640957400.0, 0.05692923854023216],
[1641043800.0, 0.056844072299822954],
[1641130200.0, 0.0555524802282117],
[1641216600.0, 0.05696347767066694],
[1641303000.0, 0.05704864391107614],
[1641389400.0, 0.05696347767066694],
[1641475800.0, 0.05692923854023216],
[1641562200.0, 0.060475411371237464],
[1641648600.0, 0.060475411371237464],
[1641735000.0, 0.06050965050167225],
[1641821400.0, 0.05704862108990754],
[1641907800.0, 0.062032588481211896],
[1641994200.0, 0.060475411371237464],
[1642080600.0, 0.060475411371237464],
[1642167000.0, 0.06058987831988984],
[1642253400.0, 0.057049195160338385],
[1642339800.0, 0.05575760308872713],
[1642426200.0, 0.05930379874090105],
[1642512600.0, 0.05857213313987803],
[1642599000.0, 0.05857213313987803],
[1642685400.0, 0.044621973293330716],
[1642771800.0, 0.045828399124532765],
[1642858200.0, 0.04453680705292151],
[1642944600.0, 0.05716113569742279],
[1643031000.0, 0.05857213313987803],
[1643117400.0, 0.04453680705292151],
[1643203800.0, 0.04453680705292151],
[1643290200.0, 0.04453680705292151],
[1643376600.0, 0.057075969457013584],
[1643463000.0, 0.057075969457013584],
[1643549400.0, 0.0568446235490852],
[1643635800.0, 0.0568446235490852],
[1643722200.0, 0.0568446235490852],
[1643808600.0, 0.05563822053905175],
[1643895000.0, 0.05567245966948653],
[1643981400.0, 0.055553054298642546],
[1644067800.0, 0.055553054298642546],
[1644154200.0, 0.06191378000196735],
[1644240600.0, 0.062118351613220546],
[1644327000.0, 0.06197689941963408],
[1644413400.0, 0.058550109138304156],
[1644499800.0, 0.06203227960849893],
[1644586200.0, 0.06191287423765494],
[1644672600.0, 0.0629734241097777],
[1644759000.0, 0.06189445991540429],
[1644845400.0, 0.062118351613220546],
[1644931800.0, 0.06210985269525871],
[1645018200.0, 0.0621118117745426],
[1645104600.0, 0.05110212718866811],
[1645191000.0, 0.04981051229588826],
[1645277400.0, 0.062118328792051945],
[1645363800.0, 0.062118328792051945],
[1645450200.0, 0.062118328792051945],
[1645536600.0, 0.062118328792051945],
[1645623000.0, 0.062118328792051945],
[1645709400.0, 0.05813651932913634],
[1645795800.0, 0.062118328792051945],
[1645882200.0, 0.06298188525477082],
[1645968600.0, 0.06212590699390125],
[1646055000.0, 0.06200650162305726],
[1646141400.0, 0.06192133538264805],
[1646227800.0, 0.060927537428683856],
[1646314200.0, 0.06200650162305726],
[1646400600.0, 0.06200650162305726],
[1646487000.0, 0.06200650162305726],
[1646573400.0, 0.06200650162305726],
[1646659800.0, 0.06200650162305726],
[1646746200.0, 0.05919197157190636],
[1646832600.0, 0.059962783592366724],
[1646919000.0, 0.059106805331497154],
[1647005400.0, 0.06039839740310841],
[1647091800.0, 0.059106805331497154],
[1647178200.0, 0.05779334625221327],
[1647264600.0, 0.05791275162305726],
[1647351000.0, 0.05705677336218769],
[1647437400.0, 0.05705677336218769],
[1647523800.0, 0.0606029690143616],
[1647610200.0, 0.0606029690143616],
[1647696600.0, 0.0606029690143616],
[1647783000.0, 0.0606029690143616],
[1647869400.0, 0.06048356364351761],
[1647955800.0, 0.0606029690143616],
[1648042200.0, 0.06048356364351761],
[1648128600.0, 0.0606029690143616],
[1648215000.0, 0.0606029690143616],
[1648301400.0, 0.0606029690143616],
[1648387800.0, 0.06157088781231557],
[1648474200.0, 0.06286247988392682],
[1648560600.0, 0.06286247988392682],
[1648647000.0, 0.05044272285067874],
[1648733400.0, 0.06286247988392682],
[1648819800.0, 0.06076880980720048],
[1648906200.0, 0.062104765935471186],
[1648996200.0, 0.06298188525477082],
[1649082600.0, 0.06145894727523117],
[1649169000.0, 0.059207769329136344],
[1649255400.0, 0.06145894727523117],
[1649341800.0, 0.06212590699390125],
[1649428200.0, 0.06060233946488295],
[1649514600.0, 0.060834314922289995],
[1649601000.0, 0.06016735520361992],
[1649687400.0, 0.0628958132500492],
[1649773800.0, 0.06060206325004919],
[1649860200.0, 0.06051689700963998],
[1649946600.0, 0.059224399173716316],
[1650033000.0, 0.06060115748573677],
[1650119400.0, 0.060595491540428884],
[1650205800.0, 0.06060115748573677],
[1650292200.0, 0.06133773037576235],
[1650378600.0, 0.06133773037576235],
[1650465000.0, 0.05791094009443243],
[1650551400.0, 0.05791094009443243],
[1650637800.0, 0.05791094009443243],
[1650724200.0, 0.06145804151091876],
[1650810600.0, 0.06060206325004919],
[1650897000.0, 0.05705496183356286],
[1650983400.0, 0.05705496183356286],
[1651069800.0, 0.055763369761951606],
[1651156200.0, 0.05705496183356286],
[1651242600.0, 0.06051599124532757],
[1651329000.0, 0.05705496183356286],
[1651415400.0, 0.05919016004328153],
[1651501800.0, 0.055763369761951606],
[1651588200.0, 0.055763369761951606],
[1651674600.0, 0.055763369761951606],
[1651761000.0, 0.05575745947275232],
[1651847400.0, 0.05564396439110762],
[1651933800.0, 0.05562282333267756],
[1652020200.0, 0.05564396439110762],
[1652106600.0, 0.05564396439110762],
[1652193000.0, 0.04404423613023806],
[1652279400.0, 0.04383966451898486],
[1652365800.0, 0.044542573726145986],
[1652452200.0, 0.05553878595317727],
[1652538600.0, 0.04452324104859336],
[1652625000.0, 0.04452324104859336],
[1652711400.0, 0.04452324104859336],
[1652797800.0, 0.04452324104859336],
[1652884200.0, 0.04452324104859336],
[1652970600.0, 0.054854826578792065],
[1653057000.0, 0.05555879815069842],
[1653143400.0, 0.05377692474916389],
[1653229800.0, 0.054855888943537295],
[1653316200.0, 0.054855888943537295],
[1653402600.0, 0.0556782035215424],
[1653489000.0, 0.0556782035215424],
[1653575400.0, 0.055500454160928595],
[1653661800.0, 0.054855888943537295],
[1653748200.0, 0.05555879815069842],
[1653834600.0, 0.0549410551839465],
[1653921000.0, 0.0549410551839465],
[1654007400.0, 0.0549410551839465],
[1654093800.0, 0.05555879815069842],
[1654180200.0, 0.0549410780051151],
[1654266600.0, 0.054855911764705896],
[1654353000.0, 0.054855911764705896],
