[[1587133800, 0],
[1587220200, 0.5714],
[1587306600, 0.5714],
[1587393000, 0.5714],
[1587479400, 0.4286],
[1587565800, 0.5714],
[1587652200, 0.5714],
[1587738600, 0.4286],
[1587825000, 0.4286],
[1587911400, 0.4286],
[1587997800, 0.5714],
[1588084200, 0.4286],
[1588170600, 0.4286],
[1588257000, 0.4286],
[1588343400, 0.4286],
[1588429800, 0.4286],
[1588516200, 0.4286],
[1588602600, 0.4286],
[1588689000, 0.4286],
[1588775400, 0.4286],
[1588861800, 0.4286],
[1588948200, 0.5714],
[1589034600, 0.4286],
[1589121000, 0.4286],
[1589207400, 0.5714],
[1589293800, 0.4286],
[1589380200, 0.4286],
[1589466600, 0.4286],
[1589553000, 0.4286],
[1589639400, 0.4286],
[1589725800, 0.4286],
[1589812200, 0.4286],
[1589898600, 0.4286],
[1589985000, 0.2857],
[1590071400, 0.2857],
[1590157800, 0.2857],
[1590244200, 0.2857],
[1590330600, 0.2857],
[1590417000, 0.2857],
[1590503400, 0.2857],
[1590589800, 0.2857],
[1590676200, 0.2857],
[1590762600, 0.2857],
[1590849000, 0.2857],
[1590935400, 0.2857],
[1591021800, 0.2857],
[1591108200, 0.2857],
[1591194600, 0.2857],
[1591281000, 0.2857],
[1591367400, 0.2857],
[1591453800, 0.2857],
[1591540200, 0.2857],
[1591626600, 0.2857],
[1591713000, 0.2857],
[1591799400, 0.2857],
[1591885800, 0.2857],
[1591972200, 0.2857],
[1592058600, 0.2857],
[1592145000, 0.2857],
[1592231400, 0.4286],
[1592317800, 0.2857],
[1592404200, 0.2857],
[1592490600, 0.2857],
[1592577000, 0.2857],
[1592663400, 0.2857],
[1592749800, 0.2857],
[1592836200, 0.2857],
[1592922600, 0.2857],
[1593009000, 0.2857],
[1593095400, 0.2857],
[1593181800, 0.2857],
[1593268200, 0.2857],
[1593354600, 0.1429],
[1593441000, 0.2857],
[1593527400, 0.2857],
[1593613800, 0.2857],
[1593700200, 0.2857],
[1593786600, 0.2857],
[1593873000, 0.2857],
[1593959400, 0.2857],
[1594045800, 0.2857],
[1594132200, 0.2857],
[1594218600, 0.2857],
[1594305000, 0.2857],
[1594391400, 0.2857],
[1594477800, 0.2857],
[1594564200, 0.2857],
[1594650600, 0.2857],
[1594737000, 0.2857],
[1594823400, 0.2857],
[1594909800, 0.2857],
[1594996200, 0.2857],
[1595082600, 0.2857],
[1595169000, 0.2857],
[1595255400, 0.2857],
[1595341800, 0.2857],
[1595428200, 0.2857],
[1595514600, 0.2857],
[1595601000, 0.2857],
[1595687400, 0.2857],
[1595773800, 0.2857],
[1595860200, 0.2857],
[1595946600, 0.2857],
[1596033000, 0.1429],
[1596119400, 0.1429],
[1596205800, 0.1429],
[1596292200, 0.1429],
[1596378600, 0.1429],
[1596465000, 0.1429],
[1596551400, 0.1429],
[1596637800, 0.2857],
[1596724200, 0.2857],
[1596810600, 0.2857],
[1596897000, 0.1429],
