[1643808600, 1],
[1643895000, 1],
[1643981400, 1],
[1644067800, 1],
[1644154200, 1],
[1644240600, 1],
[1644327000, 0.1398],
[1644413400, 0.1398],
[1644499800, 0.1398],
[1644586200, 0.207],
[1644672600, 0.1317],
[1644759000, 0.1317],
[1644845400, 0.1317],
[1644931800, 0.1398],
[1645018200, 0.1989],
[1645104600, 0.1317],
[1645191000, 0.1989],
[1645277400, 0.207],
[1645363800, 0.207],
[1645450200, 0.1398],
[1645536600, 0.1667],
[1645623000, 0.1667],
[1645709400, 0.1667],
[1645795800, 0.1667],
[1645882200, 0.1667],
[1645968600, 0.1667],
[1646055000, 0.1667],
[1646141400, 0.1667],
[1646227800, 0.1398],
[1646314200, 0.1667],
[1646400600, 0.1667],
[1646487000, 0.1667],
[1646573400, 0.1667],
[1646659800, 0.1667],
[1646746200, 0.1317],
[1646832600, 0.1586],
[1646919000, 0.1317],
[1647005400, 0.1317],
[1647091800, 0.1317],
[1647178200, 0.1317],
[1647264600, 0.1586],
[1647351000, 0.1667],
[1647437400, 0.1667],
[1647523800, 0.1317],
[1647610200, 0.1667],
[1647696600, 0.1586],
[1647783000, 0.1667],
[1647869400, 0.1667],
[1647955800, 0.1586],
[1648042200, 0.1667],
[1648128600, 0.1667],
[1648215000, 0.2339],
[1648301400, 0.2258],
[1648387800, 0.2258],
[1648474200, 0.1586],
[1648560600, 0.1586],
[1648647000, 0.2258],
[1648733400, 0.2258],
[1648819800, 0.1586],
[1648906200, 0.1586],
[1648996200, 0.1586],
[1649082600, 0.1586],
[1649169000, 0.1586],
[1649255400, 0.1586],
[1649341800, 0.1586],
[1649428200, 0.1586],
[1649514600, 0.1586],
[1649601000, 0.1586],
[1649687400, 0.1586],
[1649773800, 0.1586],
[1649860200, 0.1586],
[1649946600, 0.1667],
[1650033000, 0.1667],
[1650119400, 0.1667],
[1650205800, 0.1667],
[1650292200, 0.1667],
[1650378600, 0.1667],
[1650465000, 0.1667],
[1650551400, 0.1667],
[1650637800, 0.1667],
[1650724200, 0.1586],
[1650810600, 0.1586],
[1650897000, 0.1586],
[1650983400, 0.1586],
[1651069800, 0.1586],
[1651156200, 0.1586],
[1651242600, 0.1667],
[1651329000, 0.1667],
[1651415400, 0.1667],
[1651501800, 0.1667],
[1651588200, 0.1667],
[1651674600, 0.1586],
[1651761000, 0.1586],
[1651847400, 0.1586],
[1651933800, 0.1586],
[1652020200, 0.1586],
[1652106600, 0.1586],
[1652193000, 0.1317],
[1652279400, 0.1586],
[1652365800, 0.1586],
[1652452200, 0.1586],
[1652538600, 0.1586],
[1652625000, 0.1586],
[1652711400, 0.1586],
[1652797800, 0.1586],
[1652884200, 0.1586],
[1652970600, 0.1586],
[1653057000, 0.1586],
[1653143400, 0.1586],
[1653229800, 0.1586],
[1653316200, 0.1586],
[1653402600, 0.1586],
[1653489000, 0.1586],
[1653575400, 0.1586],
[1653661800, 0.1586],
[1653748200, 0.1586],
[1653834600, 0.1586],
[1653921000, 0.1586],
[1654007400, 0.1586],
[1654093800, 0.1586],
[1654180200, 0.1586],
[1654266600, 0.1586],
[1654353000, 0.1586],
[1654439400, 0.1586],
[1654525800, 0.1586],
[1654612200, 0.1586],
[1654698600, 0.1586],
[1654785000, 0.1586],
[1654871400, 0.1586],
[1654957800, 0.1586],
[1655044200, 0.1586],
[1655130600, 0.1586],
[1655217000, 0.1586],
[1655303400, 0.1586],
[1655389800, 0.1586],
[1655476200, 0.1586],
[1655562600, 0.1586],
[1655649000, 0.1586],
[1655735400, 0.1586],
[1655821800, 0.1586],
[1655908200, 0.1586],
[1655994600, 0.1586],
[1656081000, 0.1586],
[1656167400, 0.1586],
[1656253800, 0.1586],
[1656340200, 0.1586],
[1656426600, 0.1586],
[1656513000, 0.1586],
[1656599400, 0.1586],
[1656685800, 0.1586],
[1656772200, 0.1586],
[1656858600, 0.1237],
[1656945000, 0.1505],
[1657031400, 0.1586],
[1657117800, 0.1586],
[1657204200, 0.1586],
[1657290600, 0.1586],
[1657377000, 0.1586],
[1657463400, 0.1586],
[1657549800, 0.1586],
[1657636200, 0.1586],
[1657722600, 0.1505],
[1657809000, 0.1505],
[1657895400, 0.1586],
[1657981800, 0.1586],
[1658068200, 0.1505],
[1658154600, 0.1586],
[1658241000, 0.1586],
[1658327400, 0.1586],
[1658413800, 0.1586],
[1658500200, 0.1586],
[1658586600, 0.1586],
[1658673000, 0.1855],
[1658759400, 0.1505],
[1658845800, 0.1505],
[1658932200, 0.1855],
[1659018600, 0.1855],
[1659105000, 0.1855],
[1659191400, 0.1855],
[1659277800, 0.1586],
[1659364200, 0.1505],
[1659450600, 0.1505],
[1659537000, 0.1505],
[1659623400, 0.1586],
[1659709800, 0.1586],
[1659796200, 0.1586],
[1659882600, 0.1586],
[1659969000, 0.1505],
[1660055400, 0.1505],
[1660141800, 0.1586],
[1660228200, 0.1586],
[1660314600, 0.1586],
[1660401000, 0.1586],
[1660487400, 0.1586],
[1660573800, 0.1586],
[1660660200, 0.1586],
[1660746600, 0.1586],
[1660833000, 0.1586],
[1660919400, 0.1586],
[1661005800, 0.1586],
[1661092200, 0.1586],
[1661178600, 0.1586],
[1661265000, 0.1586],
[1661351400, 0.1586],
[1661437800, 0.1586],
[1661524200, 0.1586],
[1661610600, 0.1586],
[1661697000, 0.1586],
[1661783400, 0.1586],
[1661869800, 0.1586],
[1661956200, 0.1586],
[1662042600, 0.1586],
[1662129000, 0.1586],
[1662215400, 0.1586],
[1662301800, 0.1586],
[1662388200, 0.1586],
[1662474600, 0.1586],
[1662561000, 0.1586],
[1662647400, 0.1586],
[1662733800, 0.1586],
[1662820200, 0.1586],
[1662906600, 0.1586],
[1662993000, 0.1586],
[1663079400, 0.1586],
[1663165800, 0.1586],
[1663252200, 0.1586],
[1663338600, 0.1586],
[1663425000, 0.1505],
[1663511400, 0.1586],
[1663597800, 0.1505],
[1663684200, 0.1586],
