[[1578144600, 3.27],
[1578231000, 3.44],
[1578317400, 3.44],
[1578403800, 3.45],
[1578490200, 3.5],
[1578576600, 3.5],
[1578663000, 3.51],
[1578749400, 3.51],
[1578835800, 3.56],
[1578922200, 3.5],
[1579008600, 3.51],
[1579095000, 3.52],
[1579181400, 3.57],
[1579267800, 3.54],
[1579354200, 3.55],
[1579440600, 3.58],
[1579527000, 3.58],
[1579613400, 3.59],
[1579699800, 3.45],
[1579786200, 3.45],
[1579872600, 3.4],
[1579959000, 3.41],
[1580045400, 3.41],
[1580131800, 3.34],
[1580218200, 3.3],
[1580304600, 3.37],
[1580391000, 3.46],
[1580477400, 3.45],
[1580563800, 3.44],
[1580650200, 3.49],
[1580736600, 3.46],
[1580823000, 3.46],
[1580909400, 3.53],
[1580995800, 3.58],
[1581082200, 3.55],
[1581168600, 3.55],
[1581255000, 3.59],
[1581341400, 3.51],
[1581427800, 3.5],
[1581514200, 3.5],
[1581600600, 3.49],
[1581687000, 3.53],
[1581773400, 3.54],
[1581859800, 3.52],
[1581946200, 3.49],
[1582032600, 3.31],
[1582119000, 3.42],
[1582205400, 3.43],
[1582291800, 3.42],
[1582378200, 3.36],
[1582464600, 3.36],
[1582551000, 3.38],
[1582637400, 3.33],
[1582723800, 3.21],
[1582810200, 3.26],
[1582896600, 3.27],
[1582983000, 3.29],
[1583069400, 3.29],
[1583155800, 3.29],
[1583242200, 3.29],
[1583328600, 3.3],
[1583415000, 3.3],
[1583501400, 3.35],
[1583587800, 3.33],
[1583674200, 3.34],
[1583760600, 3.38],
[1583847000, 3.29],
[1583933400, 3.27],
[1584019800, 3.32],
[1584106200, 3.24],
[1584192600, 3.22],
[1584279000, 3.22],
[1584365400, 3.17],
[1584451800, 3.19],
[1584538200, 3.1],
[1584624600, 3.07],
[1584711000, 3.05],
[1584797400, 2.96],
[1584883800, 2.96],
[1584970200, 2.94],
[1585056600, 2.92],
[1585143000, 2.88],
[1585229400, 2.88],
[1585315800, 2.85],
[1585402200, 2.88],
[1585488600, 2.91],
[1585575000, 3.0],
[1585661400, 2.98],
[1585747800, 2.82],
[1585834200, 2.81],
[1585920600, 2.85],
[1586007000, 2.89],
[1586097000, 3.01],
[1586183400, 3.01],
[1586269800, 3.02],
[1586356200, 3.02],
[1586442600, 3.03],
[1586529000, 3.11],
[1586615400, 3.17],
[1586701800, 3.17],
[1586788200, 3.11],
[1586874600, 3.14],
[1586961000, 3.13],
[1587047400, 3.12],
[1587133800, 3.12],
[1587220200, 3.13],
[1587306600, 3.14],
[1587393000, 3.15],
[1587479400, 3.13],
[1587565800, 3.17],
[1587652200, 3.13],
[1587738600, 3.07],
[1587825000, 3.12],
[1587911400, 2.96],
[1587997800, 3.03],
[1588084200, 3.02],
[1588170600, 3.03],
[1588257000, 3.05],
[1588343400, 3.08],
[1588429800, 3.07],
[1588516200, 3.07],
[1588602600, 3.09],
[1588689000, 3.12],
[1588775400, 3.12],
[1588861800, 3.13],
[1588948200, 3.15],
[1589034600, 3.14],
[1589121000, 3.15],
[1589207400, 3.17],
[1589293800, 3.12],
[1589380200, 3.12],
[1589466600, 3.08],
[1589553000, 3.07],
[1589639400, 3.12],
[1589725800, 3.13],
[1589812200, 3.13],
[1589898600, 3.12],
[1589985000, 3.13],
[1590071400, 3.12],
[1590157800, 3.12],
[1590244200, 3.17],
[1590330600, 3.15],
[1590417000, 3.08],
[1590503400, 2.95],
[1590589800, 2.93],
[1590676200, 2.94],
[1590762600, 2.96],
[1590849000, 3.03],
[1590935400, 2.97],
[1591021800, 3.0],
[1591108200, 3.02],
[1591194600, 3.01],
[1591281000, 3.04],
[1591367400, 3.01],
[1591453800, 3.1],
[1591540200, 3.06],
[1591626600, 3.04],
[1591713000, 3.06],
[1591799400, 3.05],
[1591885800, 3.06],
[1591972200, 3.05],
[1592058600, 3.06],
[1592145000, 3.06],
[1592231400, 3.08],
[1592317800, 3.03],
[1592404200, 3.03],
[1592490600, 3.06],
[1592577000, 3.03],
[1592663400, 3.03],
[1592749800, 3.03],
[1592836200, 2.99],
[1592922600, 2.94],
[1593009000, 2.93],
[1593095400, 2.85],
[1593181800, 2.73],
[1593268200, 2.77],
[1593354600, 2.77],
[1593441000, 2.78],
[1593527400, 2.79],
[1593613800, 2.79],
[1593700200, 2.87],
[1593786600, 2.87],
[1593873000, 2.9],
[1593959400, 2.91],
[1594045800, 2.89],
[1594132200, 2.91],
[1594218600, 2.94],
[1594305000, 2.93],
[1594391400, 2.97],
[1594477800, 3.02],
[1594564200, 3.04],
[1594650600, 3.06],
[1594737000, 3.1],
[1594823400, 3.1],
[1594909800, 3.05],
[1594996200, 3.08],
[1595082600, 3.13],
[1595169000, 3.13],
[1595255400, 3.13],
[1595341800, 3.13],
[1595428200, 3.13],
[1595514600, 3.16],
[1595601000, 3.16],
[1595687400, 3.16],
[1595773800, 3.16],
[1595860200, 3.2],
[1595946600, 3.22],
[1596033000, 3.18],
[1596119400, 3.22],
[1596205800, 3.22],
[1596292200, 3.21],
[1596378600, 3.21],
[1596465000, 3.24],
[1596551400, 3.26],
[1596637800, 3.2],
[1596724200, 3.25],
[1596810600, 3.28],
[1596897000, 3.31],
[1596983400, 3.31],
[1597069800, 3.3],
[1597156200, 3.28],
[1597242600, 3.26],
[1597329000, 3.26],
[1597415400, 3.26],
[1597501800, 3.26],
[1597588200, 3.26],
[1597674600, 3.26],
[1597761000, 3.26],
[1597847400, 3.26],
[1597933800, 3.26],
[1598020200, 3.26],
[1598106600, 3.26],
[1598193000, 3.26],
[1598279400, 3.26],
[1598365800, 3.26],
[1598452200, 3.26],
[1598538600, 3.26],
[1598625000, 3.26],
[1598711400, 3.26],
[1598797800, 3.26],
[1598884200, 3.26],
[1598970600, 3.26],
[1599057000, 3.26],
[1599143400, 3.26],
[1599229800, 3.26],
[1599316200, 3.26],
[1599402600, 3.26],
[1599489000, 3.26],
[1599575400, 3.26],
[1599661800, 3.26],
[1599748200, 3.26],
[1599834600, 3.26],
[1599921000, 3.26],
[1600007400, 3.26],
[1600093800, 3.26],
[1600180200, 3.26],
[1600266600, 3.26],
[1600353000, 3.26],
[1600439400, 3.26],
[1600525800, 3.26],
[1600612200, 3.26],
[1600698600, 3.26],
[1600785000, 3.26],
[1600871400, 3.26],
[1600957800, 3.26],
[1601044200, 3.26],
[1601130600, 3.26],
[1601217000, 3.26],
[1601303400, 3.26],
[1601389800, 3.26],
[1601476200, 3.26],
[1601562600, 3.26],
[1601649000, 3.26],
[1601735400, 3.26],
[1601818200, 3.26],
[1601904600, 3.26],
[1601991000, 3.26],
[1602077400, 3.26],
[1602163800, 3.26],
[1602250200, 3.26],
[1602336600, 3.26],
[1602423000, 3.26],
[1602509400, 3.26],
[1602595800, 3.26],
[1602682200, 3.26],
[1602768600, 3.26],
[1602855000, 3.26],
[1602941400, 3.26],
[1603027800, 3.26],
[1603114200, 3.26],
[1603200600, 3.26],
[1603287000, 3.26],
[1603373400, 3.26],
[1603459800, 3.26],
[1603546200, 3.26],
[1603632600, 3.26],
[1603719000, 3.26],
[1603805400, 3.26],
[1603891800, 3.26],
[1603978200, 3.26],
[1604064600, 3.26],
[1604151000, 3.26],
[1604237400, 3.01],
[1604323800, 3.01],
[1604410200, 3.02],
[1604496600, 3.12],
[1604583000, 3.1],
[1604669400, 3.01],
[1604755800, 3.05],
[1604842200, 3.01],
[1604928600, 3.09],
[1605015000, 3.01],
[1605101400, 3.01],
[1605187800, 3.15],
[1605274200, 3.11],
[1605360600, 3.09],
[1605447000, 3.06],
[1605533400, 3.05],
[1605619800, 3.07],
[1605706200, 3.01],
[1605792600, 3.04],
[1605879000, 3.0],
[1605965400, 3.06],
[1606051800, 3.0],
[1606138200, 2.97],
[1606224600, 2.97],
[1606311000, 2.94],
[1606397400, 2.88],
[1606483800, 2.88],
[1606570200, 2.88],
[1606656600, 2.79],
[1606743000, 2.82],
[1606829400, 2.82],
[1606915800, 2.82],
[1607002200, 2.64],
[1607088600, 2.66],
[1607175000, 2.72],
[1607261400, 2.72],
[1607347800, 2.72],
[1607434200, 2.76],
[1607520600, 2.83],
[1607607000, 2.79],
[1607693400, 2.76],
[1607779800, 2.78],
[1607866200, 2.83],
[1607952600, 2.88],
[1608039000, 2.87],
[1608125400, 2.86],
[1608211800, 2.98],
[1608298200, 2.97],
[1608384600, 2.98],
[1608471000, 3.05],
[1608557400, 3.09],
[1608643800, 3.13],
[1608730200, 3.13],
[1608816600, 3.07],
[1608903000, 3.07],
[1608989400, 3.26],
[1609075800, 3.28],
[1609162200, 3.29],
[1609248600, 3.3],
[1609335000, 3.35],
[1609421400, 3.41],
[1609507800, 3.39],
[1609594200, 3.36],
[1609680600, 3.38],
[1609767000, 3.45],
[1609853400, 3.46],
[1609939800, 3.47],
[1610026200, 3.55],
[1610112600, 3.5],
[1610199000, 3.57],
[1610285400, 3.64],
[1610371800, 3.64],
[1610458200, 3.53],
[1610544600, 3.58],
[1610631000, 3.57],
[1610717400, 3.57],
[1610803800, 3.57],
[1610890200, 3.57],
[1610976600, 3.57],
[1611063000, 3.57],
[1611149400, 3.57],
[1611235800, 3.57],
[1611322200, 3.57],
[1611408600, 3.57],
[1611495000, 3.57],
[1611581400, 3.57],
[1611667800, 3.57],
[1611754200, 3.57],
[1611840600, 3.57],
[1611927000, 3.57],
[1612013400, 3.57],
[1612099800, 3.57],
[1612186200, 3.57],
[1612272600, 3.57],
[1612359000, 3.57],
[1612445400, 3.57],
[1612531800, 3.57],
[1612618200, 3.57],
[1612704600, 3.57],
[1612791000, 3.57],
[1612877400, 3.57],
[1612963800, 3.57],
[1613050200, 3.57],
[1613136600, 3.57],
[1613223000, 3.57],
[1613309400, 3.38],
[1613395800, 3.38],
[1613482200, 3.38],
[1613568600, 3.43],
[1613655000, 3.47],
[1613741400, 3.51],
[1613827800, 3.54],
[1613914200, 3.55],
[1614000600, 3.51],
[1614087000, 3.49],
[1614173400, 3.56],
[1614259800, 3.62],
[1614346200, 3.69],
[1614432600, 3.7],
[1614519000, 3.69],
[1614605400, 3.71],
[1614691800, 3.65],
[1614778200, 3.76],
[1614864600, 3.67],
[1614951000, 3.82],
[1615037400, 3.9],
[1615123800, 3.94],
[1615210200, 3.97],
[1615296600, 3.86],
[1615383000, 3.79],
[1615469400, 3.84],
[1615555800, 3.83],
[1615642200, 3.88],
[1615728600, 3.85],
[1615815000, 3.84],
[1615901400, 3.82],
[1615987800, 3.81],
[1616074200, 3.78],
[1616160600, 3.75],
[1616247000, 3.75],
[1616333400, 3.71],
[1616419800, 3.72],
[1616506200, 3.78],
[1616592600, 3.73],
[1616679000, 3.71],
[1616765400, 3.77],
[1616851800, 3.81],
[1616938200, 3.73],
[1617024600, 3.78],
[1617111000, 3.81],
[1617197400, 3.77],
[1617283800, 3.77],
[1617370200, 3.86],
[1617456600, 3.88],
[1617546600, 3.81],
[1617633000, 3.79],
[1617719400, 3.85],
[1617805800, 3.57],
[1617892200, 3.43],
[1617978600, 3.5],
[1618065000, 3.51],
[1618151400, 3.54],
[1618237800, 3.5],
[1618324200, 3.49],
[1618410600, 3.48],
[1618497000, 3.57],
[1618583400, 3.63],
[1618669800, 3.68],
[1618756200, 3.69],
[1618842600, 3.75],
[1618929000, 3.76],
[1619015400, 3.73],
[1619101800, 3.64],
[1619188200, 3.73],
[1619274600, 3.71],
[1619361000, 3.71],
[1619447400, 3.54],
[1619533800, 3.58],
[1619620200, 3.44],
[1619706600, 3.48],
[1619793000, 3.46],
[1619879400, 3.47],
[1619965800, 3.51],
[1620052200, 3.59],
[1620138600, 3.7],
[1620225000, 3.67],
[1620311400, 3.7],
[1620397800, 3.63],
[1620484200, 3.68],
[1620570600, 3.79],
[1620657000, 3.83],
[1620743400, 3.86],
[1620829800, 3.78],
[1620916200, 3.85],
[1621002600, 3.82],
[1621089000, 3.82],
[1621175400, 3.85],
[1621261800, 3.88],
[1621348200, 3.92],
[1621434600, 3.86],
[1621521000, 3.85],
[1621607400, 3.87],
[1621693800, 3.83],
[1621780200, 3.83],
[1621866600, 3.77],
[1621953000, 3.77],
[1622039400, 3.74],
[1622125800, 3.66],
[1622212200, 3.56],
[1622298600, 3.59],
[1622385000, 3.59],
[1622471400, 3.58],
[1622557800, 3.58],
[1622644200, 3.51],
[1622730600, 3.61],
[1622817000, 3.61],
[1622903400, 3.54],
[1622989800, 3.54],
[1623076200, 3.54],
[1623162600, 3.55],
[1623249000, 3.49],
[1623335400, 3.45],
[1623421800, 3.5],
[1623508200, 3.57],
[1623594600, 3.55],
[1623681000, 3.54],
[1623767400, 3.53],
[1623853800, 3.51],
[1623940200, 3.46],
[1624026600, 3.47],
[1624113000, 3.43],
[1624199400, 3.35],
[1624285800, 3.4],
[1624372200, 3.38],
[1624458600, 3.29],
[1624545000, 3.26],
[1624631400, 3.25],
[1624717800, 3.08],
[1624804200, 3.08],
[1624890600, 3.08],
[1624977000, 3.09],
[1625063400, 3.09],
[1625149800, 3.09],
[1625236200, 3.07],
[1625322600, 3.09],
[1625409000, 3.05],
[1625495400, 3.06],
[1625581800, 3.07],
[1625668200, 3.05],
[1625754600, 3.03],
[1625841000, 3.08],
[1625927400, 3.06],
[1626013800, 3.08],
[1626100200, 3.04],
[1626186600, 3.0],
[1626273000, 2.95],
[1626359400, 3.03],
[1626445800, 3.04],
[1626532200, 3.05],
[1626618600, 3.12],
[1626705000, 3.12],
[1626791400, 3.16],
[1626877800, 3.14],
[1626964200, 3.12],
[1627050600, 3.11],
[1627137000, 3.11],
[1627223400, 3.19],
[1627309800, 3.18],
[1627396200, 3.2],
[1627482600, 3.19],
[1627569000, 3.21],
[1627655400, 3.22],
[1627741800, 3.24],
[1627828200, 3.18],
[1627914600, 3.17],
[1628001000, 3.21],
[1628087400, 3.28],
[1628173800, 3.25],
[1628260200, 3.14],
[1628346600, 3.2],
[1628433000, 3.11],
[1628519400, 3.11],
[1628605800, 3.08],
[1628692200, 3.1],
[1628778600, 3.01],
[1628865000, 3.03],
[1628951400, 3.04],
[1629037800, 3.03],
[1629124200, 2.93],
[1629210600, 2.95],
[1629297000, 2.99],
[1629383400, 2.97],
[1629469800, 2.99],
[1629556200, 2.93],
[1629642600, 3.0],
[1629729000, 2.91],
[1629815400, 3.03],
[1629901800, 2.97],
[1629988200, 2.99],
[1630074600, 3.01],
[1630161000, 3.05],
[1630247400, 3.01],
[1630333800, 3.05],
[1630420200, 3.04],
[1630506600, 3.01],
[1630593000, 2.96],
[1630679400, 3.05],
[1630765800, 3.08],
[1630852200, 3.05],
[1630938600, 3.1],
[1631025000, 3.1],
[1631111400, 3.1],
[1631197800, 3.1],
[1631284200, 3.1],
[1631370600, 3.1],
[1631457000, 3.1],
[1631543400, 3.1],
[1631629800, 3.1],
[1631716200, 3.1],
[1631802600, 3.1],
[1631889000, 3.1],
[1631975400, 3.1],
[1632061800, 3.1],
[1632148200, 3.1],
[1632234600, 3.01],
[1632321000, 2.49],
[1632407400, 2.62],
[1632493800, 2.9],
[1632580200, 2.94],
[1632666600, 3.0],
[1632753000, 3.04],
[1632839400, 2.9],
[1632925800, 2.91],
[1633012200, 2.87],
[1633098600, 2.93],
[1633185000, 2.98],
[1633267800, 3.01],
[1633354200, 3.03],
[1633440600, 3.0],
[1633527000, 3.0],
[1633613400, 2.98],
[1633699800, 3.07],
[1633786200, 3.05],
[1633872600, 3.06],
[1633959000, 3.02],
[1634045400, 2.99],
[1634131800, 2.99],
[1634218200, 3.02],
[1634304600, 2.95],
[1634391000, 2.94],
[1634477400, 2.88],
[1634563800, 3.0],
[1634650200, 2.93],
[1634736600, 2.9],
[1634823000, 2.76],
[1634909400, 2.69],
[1634995800, 2.72],
[1635082200, 2.71],
[1635168600, 2.68],
[1635255000, 2.72],
[1635341400, 2.73],
[1635427800, 2.71],
[1635514200, 2.7],
[1635600600, 2.76],
[1635687000, 2.74],
[1635773400, 2.73],
[1635859800, 2.83],
[1635946200, 2.82],
[1636032600, 2.84],
[1636119000, 2.87],
[1636205400, 2.87],
[1636291800, 2.84],
[1636378200, 2.84],
[1636464600, 2.82],
[1636551000, 2.71],
[1636637400, 2.83],
[1636723800, 2.83],
[1636810200, 2.8],
[1636896600, 2.66],
[1636983000, 2.72],
[1637069400, 2.75],
[1637155800, 2.7],
[1637242200, 2.78],
[1637328600, 2.81],
[1637415000, 2.76],
[1637501400, 2.74],
[1637587800, 2.73],
[1637674200, 2.77],
[1637760600, 2.74],
[1637847000, 2.7],
[1637933400, 2.64],
[1638019800, 2.65],
[1638106200, 2.63],
[1638192600, 2.66],
[1638279000, 2.63],
[1638365400, 2.73],
[1638451800, 2.67],
[1638538200, 2.75],
[1638624600, 2.81],
[1638711000, 2.79],
[1638797400, 2.81],
[1638883800, 2.93],
[1638970200, 2.9],
[1639056600, 2.95],
[1639143000, 2.99],
[1639229400, 2.96],
[1639315800, 2.98],
[1639402200, 2.95],
[1639488600, 2.89],
[1639575000, 2.93],
[1639661400, 2.88],
[1639747800, 2.93],
[1639834200, 2.92],
[1639920600, 2.96],
[1640007000, 2.97],
[1640093400, 2.97],
[1640179800, 2.97],
[1640266200, 2.89],
[1640352600, 2.96],
[1640439000, 3.03],
[1640525400, 3.01],
[1640611800, 3.02],
[1640698200, 3.04],
[1640784600, 3.1],
[1640871000, 3.04],
[1640957400, 3.13],
[1641043800, 3.17],
[1641130200, 3.18],
[1641216600, 3.2],
[1641303000, 3.3],
[1641389400, 3.28],
[1641475800, 3.32],
[1641562200, 3.37],
[1641648600, 3.36],
[1641735000, 3.37],
[1641821400, 3.34],
[1641907800, 3.34],
[1641994200, 3.47],
[1642080600, 3.4],
[1642167000, 3.52],
[1642253400, 3.5],
[1642339800, 3.41],
[1642426200, 3.4],
[1642512600, 3.42],
[1642599000, 3.4],
[1642685400, 3.32],
[1642771800, 3.44],
[1642858200, 3.39],
[1642944600, 3.37],
[1643031000, 3.31],
[1643117400, 3.37],
[1643203800, 3.38],
[1643290200, 3.35],
[1643376600, 3.22],
[1643463000, 3.24],
[1643549400, 3.23],
[1643635800, 3.23],
[1643722200, 3.23],
[1643808600, 3.3],
[1643895000, 3.31],
[1643981400, 3.25],
[1644067800, 3.38],
[1644154200, 3.35],
[1644240600, 3.31],
[1644327000, 3.38],
[1644413400, 3.4],
[1644499800, 3.35],
