[1637242200, 1],
[1637328600, 1],
[1637415000, 1],
[1637501400, 1],
[1637587800, 1],
[1637674200, 1],
[1637760600, 0.0726],
[1637847000, 0.1129],
[1637933400, 0.0726],
[1638019800, 0.1532],
[1638106200, 0.0726],
[1638192600, 0.0726],
[1638279000, 0.1532],
[1638365400, 0.0726],
[1638451800, 0.0726],
[1638538200, 0.0726],
[1638624600, 0.0726],
[1638711000, 0.0726],
[1638797400, 0.0726],
[1638883800, 0.0726],
[1638970200, 0.0726],
[1639056600, 0.0726],
[1639143000, 0.0726],
[1639229400, 0.0726],
[1639315800, 0.0726],
[1639402200, 0.0726],
[1639488600, 0.0726],
[1639575000, 0.1129],
[1639661400, 0.0726],
[1639747800, 0.0726],
[1639834200, 0.0726],
[1639920600, 0.0726],
[1640007000, 0.0726],
[1640093400, 0.0726],
[1640179800, 0.0726],
[1640266200, 0.0726],
[1640352600, 0.0726],
[1640439000, 0.0726],
[1640525400, 0.0726],
[1640611800, 0.0726],
[1640698200, 0.0726],
[1640784600, 0.0726],
[1640871000, 0.0726],
[1640957400, 0.0726],
[1641043800, 0.0726],
[1641130200, 0.0726],
[1641216600, 0.0726],
[1641303000, 0.0726],
[1641389400, 0.0726],
[1641475800, 0.0726],
[1641562200, 0.0726],
[1641648600, 0.0726],
[1641735000, 0.0726],
[1641821400, 0.0726],
[1641907800, 0.0726],
[1641994200, 0.0726],
[1642080600, 0.0726],
[1642167000, 0.0726],
[1642253400, 0.0726],
[1642339800, 0.0726],
[1642426200, 0.1129],
[1642512600, 0.0726],
[1642599000, 0.0726],
[1642685400, 0.0726],
[1642771800, 0.0726],
[1642858200, 0.0726],
[1642944600, 0.0726],
[1643031000, 0.0726],
[1643117400, 0.0726],
[1643203800, 0.0726],
[1643290200, 0.0726],
[1643376600, 0.0726],
[1643463000, 0.0726],
[1643549400, 0.0726],
[1643635800, 0.0726],
[1643722200, 0.0726],
[1643808600, 0.0726],
[1643895000, 0.0726],
[1643981400, 0.0726],
[1644067800, 0.0726],
[1644154200, 0.0726],
[1644240600, 0.0726],
[1644327000, 0.0726],
[1644413400, 0.0726],
[1644499800, 0.0726],
[1644586200, 0.0726],
[1644672600, 0.0726],
[1644759000, 0.0726],
[1644845400, 0.0726],
[1644931800, 0.0726],
[1645018200, 0.0726],
[1645104600, 0.0726],
[1645191000, 0.0726],
[1645277400, 0.0726],
[1645363800, 0.0726],
[1645450200, 0.0726],
[1645536600, 0.0726],
[1645623000, 0.0726],
[1645709400, 0.0726],
[1645795800, 0.0726],
[1645882200, 0.0726],
[1645968600, 0.0726],
[1646055000, 0.0726],
[1646141400, 0.0726],
[1646227800, 0.0726],
[1646314200, 0.0726],
[1646400600, 0.0726],
[1646487000, 0.0726],
[1646573400, 0.0726],
[1646659800, 0.0726],
[1646746200, 0.0726],
[1646832600, 0.0726],
[1646919000, 0.0726],
[1647005400, 0.0726],
[1647091800, 0.0726],
[1647178200, 0.0726],
[1647264600, 0.0726],
[1647351000, 0.0726],
[1647437400, 0.0726],
[1647523800, 0.0726],
[1647610200, 0.0726],
[1647696600, 0.0726],
[1647783000, 0.0726],
[1647869400, 0.0726],
[1647955800, 0.0726],
[1648042200, 0.0726],
[1648128600, 0.0726],
[1648215000, 0.0726],
[1648301400, 0.0726],
[1648387800, 0.1129],
[1648474200, 0.1129],
[1648560600, 0.0726],
[1648647000, 0.0726],
[1648733400, 0.0726],
[1648819800, 0.0726],
[1648906200, 0.1532],
