[[1635341400, 0],
[1635427800, 0],
[1635514200, 0],
[1635600600, 0],
[1635687000, 0],
[1635773400, 0],
[1635859800, 0],
[1635946200, 2.21],
[1636032600, 2.66],
[1636119000, 5.32],
[1636205400, 5.63],
[1636291800, 6.2],
[1636378200, 6.07],
[1636464600, 10.95],
[1636551000, 5.6],
[1636637400, 3.55],
[1636723800, 2.78],
[1636810200, 2.48],
[1636896600, 2.32],
[1636983000, 2.31],
[1637069400, 2.23],
[1637155800, 2.13],
[1637242200, 2.11],
[1637328600, 2.09],
[1637415000, 2.05],
[1637501400, 2.07],
[1637587800, 2.03],
[1637674200, 1.96],
[1637760600, 1.86],
[1637847000, 1.99],
[1637933400, 1.87],
[1638019800, 1.81],
[1638106200, 1.89],
[1638192600, 1.86],
[1638279000, 1.87],
[1638365400, 1.82],
[1638451800, 1.94],
[1638538200, 2.17],
[1638624600, 2.15],
[1638711000, 2.23],
[1638797400, 2.22],
[1638883800, 2.21],
[1638970200, 2.27],
[1639056600, 2.32],
[1639143000, 2.31],
[1639229400, 2.46],
[1639315800, 2.6],
[1639402200, 2.4],
[1639488600, 2.49],
[1639575000, 2.42],
[1639661400, 2.28],
[1639747800, 2.26],
[1639834200, 2.49],
[1639920600, 2.34],
[1640007000, 2.29],
[1640093400, 2.25],
[1640179800, 2.17],
[1640266200, 2.16],
[1640352600, 2.13],
[1640439000, 2.07],
[1640525400, 2.07],
[1640611800, 2.02],
[1640698200, 2.08],
[1640784600, 2.04],
[1640871000, 2],
[1640957400, 1.98],
[1641043800, 1.99],
[1641130200, 1.96],
[1641216600, 1.98],
[1641303000, 2.05],
[1641389400, 2.08],
[1641475800, 2.07],
[1641562200, 2.07],
[1641648600, 2.08],
[1641735000, 2.15],
[1641821400, 2.08],
[1641907800, 2.09],
[1641994200, 2.09],
[1642080600, 2.07],
[1642167000, 2.06],
[1642253400, 2.07],
[1642339800, 2.08],
[1642426200, 2.34],
[1642512600, 2.27],
[1642599000, 2.26],
[1642685400, 2.24],
[1642771800, 2.22],
[1642858200, 2.2],
[1642944600, 2.22],
[1643031000, 2.24],
[1643117400, 2.21],
[1643203800, 2.2],
[1643290200, 2.21],
[1643376600, 2.19],
[1643463000, 2.19],
[1643549400, 2.23],
[1643635800, 2.23],
[1643722200, 2.23],
[1643808600, 2.12],
[1643895000, 2.07],
[1643981400, 2.04],
[1644067800, 2.02],
[1644154200, 1.95],
[1644240600, 1.95],
[1644327000, 1.96],
[1644413400, 1.93],
[1644499800, 2.1],
[1644586200, 2.06],
[1644672600, 2.07],
[1644759000, 2.05],
[1644845400, 2.07],
[1644931800, 2.18],
[1645018200, 2.18],
[1645104600, 2.26],
[1645191000, 2.25],
[1645277400, 2.28],
[1645363800, 2.26],
[1645450200, 2.26],
[1645536600, 2.24],
[1645623000, 2.25],
[1645709400, 2.23],
[1645795800, 2.24],
[1645882200, 2.21],
[1645968600, 2.2],
[1646055000, 2.16],
[1646141400, 2.17],
[1646227800, 2.22],
[1646314200, 2.23],
[1646400600, 2.21],
[1646487000, 2.21],
[1646573400, 2.21],
[1646659800, 2.17],
[1646746200, 2.2],
[1646832600, 2.2],
[1646919000, 2.2],
[1647005400, 2.2],
[1647091800, 2.18],
[1647178200, 2.19],
[1647264600, 2.19],
[1647351000, 2.22],
[1647437400, 2.2],
[1647523800, 2.23],
[1647610200, 2.22],
[1647696600, 2.21],
[1647783000, 2.21],
[1647869400, 2.23],
[1647955800, 2.32],
[1648042200, 2.32],
[1648128600, 2.28],
[1648215000, 2.31],
[1648301400, 2.3],
[1648387800, 2.28],
[1648474200, 2.27],
[1648560600, 2.31],
[1648647000, 2.38],
[1648733400, 2.5],
[1648819800, 2.47],
[1648906200, 2.51],
[1648996200, 2.58],
[1649082600, 2.65],
[1649169000, 2.76],
[1649255400, 2.69],
[1649341800, 2.66],
[1649428200, 2.64],
[1649514600, 2.65],
[1649601000, 2.65],
[1649687400, 2.65],
[1649773800, 2.65],
[1649860200, 2.65],
[1649946600, 2.67],
[1650033000, 2.67],
[1650119400, 2.65],
[1650205800, 2.66],
[1650292200, 2.63],
[1650378600, 2.66],
[1650465000, 2.64],
[1650551400, 2.64],
[1650637800, 2.64],
[1650724200, 2.62],
[1650810600, 2.58],
[1650897000, 2.58],
[1650983400, 2.62],
[1651069800, 2.61],
[1651156200, 2.53],
[1651242600, 2.49],
[1651329000, 2.5],
[1651415400, 2.45],
[1651501800, 2.43],
[1651588200, 2.29],
[1651674600, 2.23],
[1651761000, 2.2],
[1651847400, 2.18],
[1651933800, 2.21],
[1652020200, 2.2],
[1652106600, 2.09],
[1652193000, 2.19],
[1652279400, 2.23],
[1652365800, 2.21],
[1652452200, 2.2],
[1652538600, 2.2],
[1652625000, 2.2],
[1652711400, 1.98],
[1652797800, 2.03],
[1652884200, 2.07],
[1652970600, 2.16],
[1653057000, 2.16],
[1653143400, 2.16],
[1653229800, 2.21],
[1653316200, 2.21],
[1653402600, 2.2],
[1653489000, 2.2],
[1653575400, 2.21],
[1653661800, 2.22],
[1653748200, 2.2],
[1653834600, 2.17],
[1653921000, 2.2],
[1654007400, 2.18],
[1654093800, 2.14],
[1654180200, 2.18],
[1654266600, 2.16],
[1654353000, 2.15],
[1654439400, 2.13],
[1654525800, 2.11],
[1654612200, 2.14],
[1654698600, 2.12],
[1654785000, 2.11],
[1654871400, 2.12],
[1654957800, 2.1],
[1655044200, 2.05],
[1655130600, 2.07],
[1655217000, 2.09],
[1655303400, 2.1],
[1655389800, 2.06],
[1655476200, 2.09],
[1655562600, 2.07],
[1655649000, 2.06],
[1655735400, 2.05],
[1655821800, 2.13],
[1655908200, 2.11],
[1655994600, 2.15],
[1656081000, 2.15],
[1656167400, 2.15],
[1656253800, 2.14],
[1656340200, 2.12],
[1656426600, 2.1],
[1656513000, 2.15],
[1656599400, 2.12],
[1656685800, 2.14],
[1656772200, 2.13],
[1656858600, 2.15],
[1656945000, 2.16],
[1657031400, 2.16],
[1657117800, 2.13],
[1657204200, 2.17],
[1657290600, 2.06],
[1657377000, 2.04],
[1657463400, 2.22],
[1657549800, 2.01],
[1657636200, 2.07],
[1657722600, 2.2],
[1657809000, 2.08],
[1657895400, 2.17],
[1657981800, 2.04],
[1658068200, 2.06],
[1658154600, 2.05],
[1658241000, 2.05],
[1658327400, 2.22],
[1658413800, 1.98],
[1658500200, 1.96],
[1658586600, 1.97],
[1658673000, 2.12],
[1658759400, 2.02],
[1658845800, 2.2],
[1658932200, 2.18],
[1659018600, 2.03],
[1659105000, 2.2],
[1659191400, 1.92],
[1659277800, 1.9],
[1659364200, 1.95],
[1659450600, 1.95],
[1659537000, 1.96],
[1659623400, 2.16],
[1659709800, 1.97],
[1659796200, 1.98],
[1659882600, 2.03],
[1659969000, 2.2],
[1660055400, 2.09],
[1660141800, 2.07],
[1660228200, 2.09],
[1660314600, 2.07],
[1660401000, 2.07],
[1660487400, 2.07],
[1660573800, 2.07],
[1660660200, 2.06],
[1660746600, 2.17],
[1660833000, 2.06],
[1660919400, 2.1],
[1661005800, 2.1],
[1661092200, 2.19],
[1661178600, 2.18],
[1661265000, 2.18],
[1661351400, 2.31],
[1661437800, 2.24],
[1661524200, 2.25],
[1661610600, 2.26],
[1661697000, 2.25],
[1661783400, 2.42],
[1661869800, 2.41],
[1661956200, 2.39],
[1662042600, 2.37],
[1662129000, 2.4],
[1662215400, 2.41],
[1662301800, 2.41],
[1662388200, 2.42],
[1662474600, 2.41],
[1662561000, 2.4],
[1662647400, 2.37],
[1662733800, 2.44],
[1662820200, 2.42],
[1662906600, 2.45],
[1662993000, 2.52],
[1663079400, 2.5],
[1663165800, 2.51],
[1663252200, 2.47],
[1663338600, 2.48],
[1663425000, 2.45],
[1663511400, 2.43],
[1663597800, 2.45],
[1663684200, 2.47],
[1663770600, 2.43],
[1663857000, 2.47],
[1663943400, 2.46],
[1664029800, 2.52],
[1664116200, 2.52],
[1664202600, 2.5],
[1664289000, 2.48],
[1664375400, 2.48],
