[[1633354200, 0],
[1633440600, 0],
[1633527000, 0],
[1633613400, 0],
[1633699800, 0],
[1633786200, 0],
[1633872600, 0],
[1635082200, 0.4],
[1635168600, 0.4],
[1635255000, 0.4],
[1635341400, 0.4],
[1635427800, 0.4],
[1635514200, 0.4],
[1635600600, 0.4],
[1635687000, 0.4],
[1635859800, 0.4],
[1636983000, 0.4],
[1637242200, 0.4],
[1637328600, 0.4],
[1637415000, 0.2],
[1637501400, 0.2],
[1637587800, 0.2],
[1637674200, 0.2],
[1637760600, 0.2],
[1637847000, 0.4],
[1643031000, 0.4],
[1643117400, 0.4],
[1643203800, 0.4],
[1643290200, 0.4],
[1643376600, 0.4],
[1643463000, 0.4],
[1643549400, 0.4],
[1643635800, 0.4],
[1643722200, 0.4],
[1643808600, 0.4],
[1643895000, 0.2],
[1643981400, 0.2],
[1644067800, 0.4],
[1644154200, 0.4],
[1644240600, 0.4],
[1644327000, 0.2],
[1644413400, 0.2],
[1645277400, 0.4],
[1645363800, 0.4],
[1645450200, 0.4],
[1645536600, 0.4],
[1645623000, 0.4],
[1645709400, 0.4],
[1645795800, 0.4],
[1645882200, 0.4],
[1645968600, 0.4],
[1646400600, 0.4],
[1646487000, 0.4],
[1646659800, 0.2],
[1646746200, 0.2],
[1646832600, 0.2],
[1647005400, 0.2],
[1647091800, 0.2],
[1647178200, 0.2],
[1647523800, 0.2],
[1647696600, 0.2],
[1647783000, 0.2],
[1647869400, 0.2],
[1648042200, 0.2],
[1648128600, 0.2],
[1648301400, 0],
[1648474200, 0],
[1648733400, 0],
[1648906200, 0],
[1649169000, 0],
[1649255400, 0],
[1649341800, 0],
[1649514600, 0],
[1649601000, 0],
[1649687400, 0],
[1649773800, 0],
[1649860200, 0],
[1649946600, 0],
[1650033000, 0],
[1650119400, 0],
[1650205800, 0],
[1650292200, 0],
[1650378600, 0],
[1652365800, 0],
[1652970600, 0],
[1653057000, 0],
[1653143400, 0],
[1653229800, 0],
[1653316200, 0],
[1653402600, 0],
[1653489000, 0],
[1653575400, 0],
[1653661800, 0],
[1653748200, 0],
[1653834600, 0],
[1654439400, 0],
[1654525800, 0],
[1654612200, 0],
[1654698600, 0],
[1654785000, 0],
[1654871400, 0],
[1654957800, 0],
[1655389800, 0],
[1655476200, 0],
[1655562600, 0],
[1655649000, 0],
[1655735400, 0],
[1655821800, 0],
[1655908200, 0],
[1656685800, 0],
[1656772200, 0],
[1656858600, 0],
[1656945000, 0],
[1657031400, 0],
[1657117800, 0],
[1657290600, 0],
[1657377000, 0],
[1657463400, 0],
[1659277800, 0],
[1659364200, 0],
[1659450600, 0],
[1659537000, 0],
[1659623400, 0],
[1659709800, 0],
[1659796200, 0],
[1660660200, 0.2],
[1660746600, 0.2],
[1660833000, 0.2],
[1660919400, 0.2],
[1661005800, 0.2],
[1661610600, 0],
[1661697000, 0],
[1661783400, 0],
[1661869800, 0],
[1661956200, 0],
[1662042600, 0],
[1662129000, 0],
[1662820200, 0],
[1662906600, 0],
[1662993000, 0],
[1663079400, 0],
[1663165800, 0],
[1663252200, 0],
[1663338600, 0],
[1663425000, 0],
[1663684200, 0],
[1663770600, 0],
[1663857000, 0],
[1663943400, 0],
[1664029800, 0],
[1664116200, 0],
[1664202600, 0],
[1665667800, 0.2],
[1665754200, 0.2],
[1665840600, 0.2],
[1665927000, 0.2],
[1666013400, 0.2],
[1666099800, 0.2],
[1666186200, 0.2],
[1667223000, 0],
[1667309400, 0],
[1667395800, 0],
[1667482200, 0],
[1667568600, 0],
[1667655000, 0],
[1667741400, 0],
[1668691800, 0],
[1668778200, 0],
[1668864600, 0],
[1668951000, 0],
[1669037400, 0],
[1669123800, 0],
[1669210200, 0],
[1674135000, 0],
[1674221400, 0],
[1674307800, 0],
[1674394200, 0],
[1674480600, 0],
[1674567000, 0],
[1674653400, 0],
[1677677400, 0],
[1677763800, 0],
[1677850200, 0],
[1677936600, 0],
[1678023000, 0],
[1678109400, 0],
[1678195800, 0],
[1679578200, 0],
[1679664600, 0],
[1679751000, 0],
[1679837400, 0],
[1679923800, 0],
[1680010200, 0],
[1680096600, 0],
[1680183000, 0],
[1680269400, 0],
[1680355800, 0],
[1680445800, 0],
[1680532200, 0],
[1680618600, 0.2],
[1680705000, 0.2]]
