[1578144600, 2.37],
[1578231000, 2.51],
[1578317400, 2.51],
[1578403800, 2.54],
[1578490200, 2.5],
[1578576600, 2.52],
[1578663000, 2.58],
[1578749400, 2.58],
[1578835800, 2.51],
[1578922200, 2.62],
[1579008600, 2.58],
[1579095000, 2.63],
[1579181400, 2.7],
[1579267800, 2.72],
[1579354200, 2.77],
[1579440600, 2.82],
[1579527000, 2.88],
[1579613400, 2.88],
[1579699800, 2.87],
[1579786200, 2.87],
[1579872600, 2.76],
[1579959000, 2.73],
[1580045400, 2.76],
[1580131800, 2.72],
[1580218200, 2.62],
[1580304600, 2.66],
[1580391000, 2.77],
[1580477400, 2.77],
[1580563800, 2.79],
[1580650200, 2.79],
[1580736600, 2.92],
[1580823000, 2.92],
[1580909400, 2.83],
[1580995800, 2.92],
[1581082200, 2.89],
[1581168600, 2.89],
[1581255000, 2.8],
[1581341400, 2.92],
[1581427800, 2.8],
[1581514200, 2.85],
[1581600600, 2.8],
[1581687000, 2.78],
[1581773400, 2.8],
[1581859800, 2.99],
[1581946200, 2.99],
[1582032600, 2.93],
[1582119000, 2.95],
[1582205400, 3.0],
[1582291800, 2.96],
[1582378200, 2.97],
[1582464600, 2.96],
[1582551000, 3.0],
[1582637400, 2.98],
[1582723800, 2.89],
[1582810200, 2.95],
[1582896600, 3.02],
[1582983000, 3.09],
[1583069400, 3.09],
[1583155800, 3.2],
[1583242200, 3.0],
[1583328600, 3.25],
[1583415000, 3.25],
[1583501400, 3.18],
[1583587800, 3.27],
[1583674200, 3.33],
[1583760600, 3.34],
[1583847000, 3.34],
[1583933400, 3.29],
[1584019800, 3.21],
[1584106200, 3.12],
[1584192600, 3.1],
[1584279000, 3.07],
[1584365400, 3.13],
[1584451800, 3.12],
[1584538200, 2.99],
[1584624600, 2.96],
[1584711000, 2.99],
[1584797400, 2.9],
[1584883800, 2.93],
[1584970200, 2.9],
[1585056600, 2.9],
[1585143000, 2.96],
[1585229400, 2.96],
[1585315800, 2.91],
[1585402200, 2.98],
[1585488600, 3.01],
[1585575000, 2.94],
[1585661400, 2.88],
[1585747800, 2.83],
[1585834200, 2.88],
[1585920600, 2.85],
[1586007000, 2.79],
[1586097000, 2.88],
[1586183400, 2.88],
[1586269800, 2.88],
[1586356200, 2.88],
[1586442600, 2.87],
[1586529000, 2.92],
[1586615400, 2.94],
[1586701800, 2.96],
[1586788200, 2.95],
[1586874600, 2.98],
[1586961000, 2.98],
[1587047400, 2.97],
[1587133800, 2.98],
[1587220200, 3.02],
[1587306600, 3.01],
[1587393000, 3.06],
[1587479400, 3.1],
[1587565800, 3.06],
[1587652200, 2.94],
[1587738600, 2.95],
[1587825000, 3.02],
[1587911400, 3.15],
[1587997800, 2.93],
[1588084200, 2.63],
[1588170600, 2.62],
[1588257000, 3.14],
[1588343400, 3.15],
[1588429800, 3.16],
[1588516200, 3.3],
[1588602600, 3.22],
[1588689000, 3.28],
[1588775400, 3.28],
[1588861800, 3.27],
[1588948200, 3.26],
[1589034600, 3.32],
[1589121000, 3.28],
[1589207400, 3.3],
[1589293800, 3.28],
[1589380200, 3.24],
[1589466600, 3.31],
[1589553000, 3.36],
[1589639400, 3.35],
[1589725800, 3.38],
[1589812200, 3.43],
[1589898600, 3.53],
[1589985000, 3.5],
[1590071400, 3.41],
[1590157800, 3.4],
[1590244200, 3.39],
[1590330600, 3.38],
[1590417000, 3.4],
[1590503400, 3.41],
[1590589800, 3.36],
[1590676200, 3.31],
[1590762600, 3.36],
[1590849000, 3.37],
[1590935400, 3.37],
[1591021800, 3.53],
[1591108200, 3.64],
[1591194600, 3.73],
[1591281000, 3.83],
[1591367400, 3.94],
[1591453800, 4.02],
[1591540200, 4.03],
[1591626600, 4.02],
[1591713000, 4.13],
[1591799400, 4.1],
[1591885800, 4.12],
[1591972200, 3.71],
[1592058600, 4.02],
[1592145000, 4.02],
[1592231400, 4.0],
[1592317800, 4.06],
[1592404200, 4.13],
[1592490600, 4.02],
[1592577000, 4.1],
[1592663400, 4.04],
[1592749800, 4.04],
[1592836200, 3.67],
[1592922600, 4.2],
[1593009000, 4.26],
[1593095400, 4.16],
[1593181800, 3.96],
[1593268200, 3.93],
[1593354600, 3.93],
[1593441000, 4.0],
[1593527400, 3.99],
[1593613800, 3.99],
[1593700200, 4.42],
[1593786600, 4.42],
[1593873000, 5.0],
[1593959400, 5.14],
[1594045800, 5.21],
[1594132200, 5.05],
[1594218600, 5.27],
[1594305000, 5.45],
[1594391400, 5.93],
[1594477800, 5.96],
[1594564200, 6.01],
[1594650600, 5.87],
[1594737000, 6.22],
[1594823400, 6.22],
[1594909800, 6.1],
[1594996200, 6.17],
[1595082600, 6.56],
[1595169000, 6.56],
[1595255400, 6.56],
[1595341800, 6.56],
[1595428200, 6.56],
[1595514600, 8.25],
[1595601000, 8.23],
[1595687400, 8.43],
[1595773800, 9.01],
[1595860200, 9.89],
[1595946600, 11.22],
[1596033000, 10.56],
[1596119400, 10.24],
[1596205800, 9.76],
[1596292200, 9.66],
[1596378600, 9.66],
[1596465000, 9.61],
[1596551400, 9.29],
[1596637800, 8.29],
[1596724200, 8.3],
[1596810600, 7.98],
[1596897000, 7.76],
[1596983400, 7.76],
[1597069800, 7.62],
[1597156200, 7.57],
[1597242600, 7.53],
[1597329000, 7.53],
[1597415400, 7.53],
[1597501800, 7.53],
[1597588200, 7.53],
[1597674600, 7.53],
[1597761000, 7.53],
[1597847400, 7.53],
[1597933800, 7.53],
[1598020200, 7.53],
[1598106600, 7.53],
[1598193000, 7.53],
[1598279400, 7.53],
[1598365800, 7.53],
[1598452200, 7.53],
[1598538600, 7.53],
[1598625000, 7.53],
[1598711400, 7.53],
[1598797800, 7.53],
[1598884200, 7.53],
[1598970600, 7.53],
[1599057000, 7.53],
[1599143400, 7.53],
[1599229800, 7.53],
[1599316200, 7.53],
[1599402600, 7.53],
[1599489000, 7.53],
[1599575400, 7.53],
[1599661800, 7.53],
[1599748200, 7.53],
[1599834600, 7.53],
[1599921000, 7.53],
[1600007400, 7.53],
[1600093800, 7.53],
[1600180200, 7.53],
[1600266600, 7.53],
[1600353000, 7.53],
[1600439400, 7.53],
[1600525800, 7.53],
[1600612200, 7.53],
[1600698600, 7.53],
[1600785000, 7.53],
[1600871400, 7.53],
[1600957800, 7.53],
[1601044200, 7.53],
[1601130600, 7.53],
[1601217000, 7.53],
[1601303400, 7.53],
[1601389800, 7.53],
[1601476200, 7.53],
[1601562600, 7.53],
[1601649000, 7.53],
[1601735400, 7.53],
[1601818200, 7.53],
[1601904600, 7.53],
[1601991000, 7.53],
[1602077400, 7.53],
[1602163800, 7.53],
[1602250200, 7.53],
[1602336600, 7.53],
[1602423000, 7.53],
[1602509400, 7.53],
[1602595800, 7.53],
[1602682200, 7.53],
[1602768600, 7.53],
[1602855000, 7.53],
[1602941400, 7.53],
[1603027800, 7.53],
[1603114200, 7.53],
[1603200600, 7.53],
[1603287000, 7.53],
[1603373400, 7.53],
[1603459800, 7.53],
[1603546200, 7.53],
[1603632600, 7.53],
[1603719000, 7.53],
[1603805400, 7.53],
[1603891800, 7.53],
[1603978200, 7.53],
[1604064600, 7.53],
[1604151000, 7.53],
[1604237400, 5.41],
[1604323800, 5.06],
[1604410200, 5.15],
[1604496600, 5.17],
[1604583000, 5.17],
[1604669400, 4.97],
