[1578144600, 2.95],
[1578231000, 3.24],
[1578317400, 3.24],
[1578403800, 3.44],
[1578490200, 3.34],
[1578576600, 3.23],
[1578663000, 3.32],
[1578749400, 3.32],
[1578835800, 3.45],
[1578922200, 3.65],
[1579008600, 3.43],
[1579095000, 3.35],
[1579181400, 3.44],
[1579267800, 3.46],
[1579354200, 3.51],
[1579440600, 3.53],
[1579527000, 3.39],
[1579613400, 3.52],
[1579699800, 3.34],
[1579786200, 3.34],
[1579872600, 3.4],
[1579959000, 3.37],
[1580045400, 3.4],
[1580131800, 3.43],
[1580218200, 3.33],
[1580304600, 3.36],
[1580391000, 3.34],
[1580477400, 3.33],
[1580563800, 3.46],
[1580650200, 3.35],
[1580736600, 3.37],
[1580823000, 3.37],
[1580909400, 3.46],
[1580995800, 3.47],
[1581082200, 3.37],
[1581168600, 3.37],
[1581255000, 3.22],
[1581341400, 3.28],
[1581427800, 3.42],
[1581514200, 3.48],
[1581600600, 3.47],
[1581687000, 3.57],
[1581773400, 3.58],
[1581859800, 3.47],
[1581946200, 3.44],
[1582032600, 3.46],
[1582119000, 3.4],
[1582205400, 3.3],
[1582291800, 3.29],
[1582378200, 3.44],
[1582464600, 3.42],
[1582551000, 3.37],
[1582637400, 3.29],
[1582723800, 3.43],
[1582810200, 3.47],
[1582896600, 3.38],
[1582983000, 3.49],
[1583069400, 3.49],
[1583155800, 3.54],
[1583242200, 3.35],
[1583328600, 3.25],
[1583415000, 3.25],
[1583501400, 3.43],
[1583587800, 3.4],
[1583674200, 3.46],
[1583760600, 3.64],
[1583847000, 3.53],
[1583933400, 3.52],
[1584019800, 3.43],
[1584106200, 3.53],
[1584192600, 3.37],
[1584279000, 3.36],
[1584365400, 3.3],
[1584451800, 3.39],
[1584538200, 3.21],
[1584624600, 3.38],
[1584711000, 3.28],
[1584797400, 3.26],
[1584883800, 3.35],
[1584970200, 3.21],
[1585056600, 3.21],
[1585143000, 3.13],
[1585229400, 3.13],
[1585315800, 3.01],
[1585402200, 3.08],
[1585488600, 3.21],
[1585575000, 3.29],
[1585661400, 3.03],
[1585747800, 2.99],
[1585834200, 2.92],
[1585920600, 2.94],
[1586007000, 3.01],
[1586097000, 3.07],
[1586183400, 3.07],
[1586269800, 3.01],
[1586356200, 3.01],
[1586442600, 2.98],
[1586529000, 3.22],
[1586615400, 3.16],
[1586701800, 3.16],
[1586788200, 3.42],
[1586874600, 3.37],
[1586961000, 3.25],
[1587047400, 3.31],
[1587133800, 3.3],
[1587220200, 3.22],
[1587306600, 3.21],
[1587393000, 3.25],
[1587479400, 3.24],
[1587565800, 3.23],
[1587652200, 3.3],
[1587738600, 3.19],
[1587825000, 3.41],
[1587911400, 3.42],
[1587997800, 3.37],
[1588084200, 3.46],
[1588170600, 3.51],
[1588257000, 3.46],
[1588343400, 3.42],
[1588429800, 3.38],
[1588516200, 3.31],
[1588602600, 3.41],
[1588689000, 3.42],
[1588775400, 3.45],
[1588861800, 3.41],
[1588948200, 3.48],
[1589034600, 3.47],
[1589121000, 3.52],
[1589207400, 3.36],
[1589293800, 3.46],
[1589380200, 3.49],
[1589466600, 3.47],
[1589553000, 3.4],
[1589639400, 3.53],
[1589725800, 3.4],
[1589812200, 3.6],
[1589898600, 3.54],
[1589985000, 3.65],
[1590071400, 3.44],
[1590157800, 3.73],
[1590244200, 3.84],
[1590330600, 3.83],
[1590417000, 3.81],
[1590503400, 3.56],
[1590589800, 3.53],
[1590676200, 3.35],
[1590762600, 3.4],
[1590849000, 3.45],
[1590935400, 3.57],
[1591021800, 3.59],
[1591108200, 3.62],
[1591194600, 3.74],
[1591281000, 3.72],
[1591367400, 3.73],
[1591453800, 3.81],
[1591540200, 3.8],
[1591626600, 4.0],
[1591713000, 3.88],
[1591799400, 3.83],
[1591885800, 4.1],
[1591972200, 4.18],
[1592058600, 4.3],
[1592145000, 4.3],
[1592231400, 4.06],
[1592317800, 4.22],
[1592404200, 3.74],
[1592490600, 4.07],
[1592577000, 3.91],
[1592663400, 3.75],
[1592749800, 3.75],
[1592836200, 3.74],
[1592922600, 3.74],
[1593009000, 3.79],
[1593095400, 3.65],
[1593181800, 3.47],
[1593268200, 3.55],
[1593354600, 3.59],
[1593441000, 3.46],
[1593527400, 3.51],
[1593613800, 3.51],
[1593700200, 3.42],
[1593786600, 3.42],
[1593873000, 3.48],
[1593959400, 3.55],
[1594045800, 3.59],
[1594132200, 3.38],
[1594218600, 3.51],
[1594305000, 3.56],
[1594391400, 3.55],
[1594477800, 3.59],
[1594564200, 3.62],
[1594650600, 3.59],
[1594737000, 3.84],
[1594823400, 3.84],
[1594909800, 3.91],
[1594996200, 4.09],
[1595082600, 4.04],
[1595169000, 4.04],
[1595255400, 4.04],
[1595341800, 4.04],
[1595428200, 4.04],
[1595514600, 3.88],
[1595601000, 3.88],
[1595687400, 3.89],
[1595773800, 4.08],
[1595860200, 4.08],
[1595946600, 4.15],
[1596033000, 3.93],
[1596119400, 4.1],
[1596205800, 4.19],
[1596292200, 4.19],
[1596378600, 4.19],
[1596465000, 4.16],
[1596551400, 4.2],
[1596637800, 4.28],
[1596724200, 4.17],
[1596810600, 4.27],
[1596897000, 4.31],
[1596983400, 4.31],
[1597069800, 4.24],
[1597156200, 4.24],
[1597242600, 4.44],
[1597329000, 4.44],
[1597415400, 4.44],
[1597501800, 4.44],
[1597588200, 4.44],
[1597674600, 4.44],
[1597761000, 4.44],
[1597847400, 4.44],
[1597933800, 4.44],
[1598020200, 4.44],
[1598106600, 4.44],
[1598193000, 4.44],
[1598279400, 4.44],
[1598365800, 4.44],
[1598452200, 4.44],
[1598538600, 4.44],
[1598625000, 4.44],
[1598711400, 4.44],
[1598797800, 4.44],
[1598884200, 4.44],
[1598970600, 4.44],
[1599057000, 4.44],
[1599143400, 4.44],
[1599229800, 4.44],
[1599316200, 4.44],
[1599402600, 4.44],
[1599489000, 4.44],
[1599575400, 4.44],
[1599661800, 4.44],
[1599748200, 4.44],
[1599834600, 4.44],
[1599921000, 4.44],
[1600007400, 4.44],
[1600093800, 4.44],
[1600180200, 4.44],
[1600266600, 4.44],
[1600353000, 4.44],
[1600439400, 4.44],
