[1633098600, 3.59],
[1633185000, 3.61],
[1633267800, 3.61],
[1633354200, 3.61],
[1633440600, 3.61],
[1633527000, 3.61],
[1633613400, 3.61],
[1633699800, 3.61],
[1633786200, 3.61],
[1633872600, 3.59],
[1633959000, 3.59],
[1634045400, 3.59],
[1634131800, 3.58],
[1634218200, 3.58],
[1634304600, 3.58],
[1634391000, 3.58],
[1634477400, 3.59],
[1634563800, 3.59],
[1634650200, 3.58],
[1634736600, 3.58],
[1634823000, 3.58],
[1634909400, 3.6],
[1634995800, 3.6],
[1635082200, 3.6],
[1635168600, 3.6],
[1635255000, 3.6],
[1635341400, 3.6],
[1635427800, 3.29],
[1635514200, 3.28],
[1635600600, 3.28],
[1635687000, 3.28],
[1635773400, 2.97],
[1635859800, 2.97],
[1635946200, 2.97],
[1636032600, 2.97],
[1636119000, 2.97],
[1636205400, 2.97],
[1636291800, 2.97],
[1636464600, 2.97],
[1636551000, 2.97],
[1636637400, 2.97],
[1636896600, 2.82],
[1636983000, 2.82],
[1637069400, 2.82],
[1637155800, 2.82],
[1637242200, 2.82],
[1637328600, 2.82],
[1637415000, 2.82],
[1637501400, 2.82],
[1637587800, 2.82],
[1637674200, 2.82],
[1637760600, 2.82],
[1637847000, 2.82],
[1637933400, 2.94],
[1638019800, 2.94],
[1638106200, 2.94],
[1638192600, 2.94],
[1638279000, 2.94],
[1638365400, 2.94],
[1638451800, 2.94],
[1638538200, 2.94],
[1638624600, 2.94],
[1638711000, 2.95],
[1638797400, 2.95],
[1638883800, 2.95],
[1638970200, 2.95],
[1639056600, 2.95],
[1639143000, 2.95],
[1639229400, 2.95],
[1639315800, 2.95],
[1639402200, 2.95],
[1639488600, 2.95],
[1639575000, 2.95],
[1639661400, 2.93],
[1639747800, 2.93],
[1639834200, 2.93],
[1639920600, 2.93],
[1640007000, 2.93],
[1640093400, 2.92],
[1640179800, 2.92],
[1640266200, 2.92],
[1640352600, 2.92],
[1640439000, 2.92],
[1640525400, 2.9],
[1640611800, 2.9],
[1640698200, 2.9],
[1640784600, 2.9],
[1640871000, 2.9],
[1640957400, 2.88],
[1641043800, 2.89],
[1641130200, 2.87],
[1641216600, 2.87],
[1641303000, 2.85],
[1641389400, 2.85],
[1641475800, 2.85],
[1641562200, 2.84],
[1641648600, 2.83],
[1641735000, 2.83],
[1641821400, 2.83],
[1641907800, 2.83],
[1641994200, 2.83],
[1642080600, 2.83],
[1642167000, 2.81],
[1642253400, 2.8],
[1642339800, 2.8],
[1642426200, 2.81],
[1642512600, 2.79],
[1642599000, 2.77],
[1642685400, 2.77],
[1642771800, 2.76],
[1642858200, 2.75],
[1642944600, 2.74],
[1643031000, 2.75],
[1643117400, 2.75],
[1643203800, 2.73],
[1643290200, 2.72],
[1643376600, 2.71],
[1643463000, 2.71],
[1643549400, 2.71],
[1643635800, 2.71],
[1643722200, 2.71],
[1643808600, 2.7],
[1643895000, 2.68],
[1643981400, 2.67],
[1644067800, 2.65],
[1644154200, 2.83],
[1644240600, 2.83],
[1644327000, 2.83],
[1644413400, 2.83],
[1644499800, 2.81],
[1644586200, 2.81],
[1644672600, 2.8],
[1644759000, 2.79],
[1644845400, 2.8],
[1644931800, 2.8],
[1645018200, 2.81],
[1645104600, 2.81],
[1645191000, 2.79],
[1645277400, 2.79],
[1645363800, 2.79],
[1645450200, 2.79],
[1645536600, 2.78],
[1645623000, 2.78],
[1645709400, 2.78],
[1645795800, 2.76],
[1645882200, 2.76],
[1645968600, 2.76],
[1646055000, 2.76],
[1646141400, 2.76],
[1646227800, 2.76],
[1646314200, 2.75],
[1646400600, 2.75],
[1646487000, 2.75],
[1646573400, 2.73],
[1646659800, 2.73],
[1646746200, 2.73],
[1646832600, 2.72],
[1646919000, 2.72],
[1647005400, 2.71],
[1647091800, 2.7],
[1647178200, 2.7],
[1647264600, 2.73],
[1647351000, 15.68],
[1647437400, 12.26],
[1647523800, 12.27],
[1647610200, 12.25],
[1647696600, 12.23],
[1647783000, 12.24],
[1647869400, 12.24],
[1647955800, 10.99],
[1648042200, 6.02],
[1648128600, 5.96],
[1648215000, 5.96],
[1648301400, 5.47],
[1648387800, 5.4],
[1648474200, 4.24],
[1648560600, 3.93],
[1648647000, 4.09],
[1648733400, 4.1],
[1648819800, 3.14],
[1648906200, 3.1],
[1648996200, 3.08],
[1649082600, 3.09],
[1649169000, 3.05],
[1649255400, 3.05],
[1649341800, 3.03],
[1649514600, 3.03],
[1649601000, 3.03],
[1649687400, 3.03],
[1649773800, 3.03],
[1649860200, 3.03],
[1649946600, 2.99],
[1650033000, 2.99],
[1650119400, 2.99],
[1650205800, 2.96],
[1650292200, 2.96],
[1650378600, 2.96],
[1650465000, 2.8],
[1650551400, 2.8],
[1650637800, 2.8],
[1650724200, 13.83],
[1650810600, 25.84],
[1650897000, 23.35],
[1650983400, 18.68],
[1651069800, 18.68],
[1651156200, 18.11],
[1651242600, 18.12],
[1651329000, 15.08],
[1651415400, 5.12],
[1651501800, 4.37],
[1651588200, 4.51],
[1651674600, 10.58],
